provider_id,qr_rating,special_needs_experience,has_accreditation,openings_capacity,openings_status,has_immediate_openings,openings_age_label,days_open,earliest_open,latest_close,weekly_hours,basics_language,basics_schedule,basics_meals,basics_subsidies_accepted,age_range,min_age_months,max_age_months,accred_national_association_for_the_education_of_young_children,lang_arabic,lang_chinese_cantonese,lang_chinese_mandarin,lang_chinese_other,lang_english,lang_farsi,lang_french,lang_hindi,lang_hmong,lang_japanese,lang_korean,lang_other,lang_punjabi,lang_russian,lang_sign_language,lang_somali,lang_spanish,lang_tagalog,lang_vietnamese,meal_am_snack,meal_breakfast,meal_child_care_food_program_ccfp,meal_dinner,meal_lunch,meal_pm_snack,sched_after_school,sched_before_school,sched_drop_in,sched_evening,sched_full_time,sched_full_year,sched_part_time,sched_rotating_schedule,sched_school_year_only,sched_seasonal,sched_summer_only,subsidy_accepts_subsidized_payment,subsidy_ca_state_preschool_program,subsidy_head_start,subsidy_other_child_care_and_development_program_funded_by_the_cde,subsidy_other_public_contract,tag_academic,tag_art_based,tag_bilingual,tag_child_development,tag_child_directed,tag_co_op,tag_constructivist,tag_covid_19_emergency_response_care,tag_developmentally_appropriate_practices,tag_high_scope,tag_homework_study_time,tag_kindergarten,tag_montessori,tag_no_pets,tag_other,tag_parent_involvement,tag_play_based,tag_playgroup,tag_potty_training,tag_pre_kindergarten_preschool,tag_project_based,tag_reggio_emilia,tag_religious,tag_special_needs,tag_subsidize,tag_virtual_distance_learning,transport_bus,transport_car,transport_walking,business_hours_fr_06_00_am_06_00_pm,business_hours_fr_06_30_am_06_00_pm,business_hours_fr_07_00_am_05_00_pm,business_hours_fr_07_00_am_05_30_pm,business_hours_fr_07_00_am_06_00_pm,business_hours_fr_07_30_am_05_30_pm,business_hours_fr_08_00_am_03_00_pm,business_hours_fr_08_00_am_11_00_am,business_hours_fr_08_30_am_11_30_am,business_hours_mo_06_00_am_06_00_pm,business_hours_mo_06_30_am_06_00_pm,business_hours_mo_07_00_am_05_00_pm,business_hours_mo_07_00_am_05_30_pm,business_hours_mo_07_00_am_06_00_pm,business_hours_mo_07_30_am_04_30_pm,business_hours_mo_07_30_am_05_30_pm,business_hours_mo_08_00_am_03_00_pm,business_hours_mo_08_00_am_04_00_pm,business_hours_mo_08_00_am_11_00_am,business_hours_mo_08_30_am_11_30_am,business_hours_other,business_hours_th_06_00_am_06_00_pm,business_hours_th_06_30_am_06_00_pm,business_hours_th_07_00_am_05_00_pm,business_hours_th_07_00_am_05_30_pm,business_hours_th_07_00_am_06_00_pm,business_hours_th_07_30_am_04_30_pm,business_hours_th_07_30_am_05_30_pm,business_hours_th_08_00_am_03_00_pm,business_hours_th_08_00_am_04_00_pm,business_hours_th_08_00_am_11_00_am,business_hours_th_08_30_am_11_30_am,business_hours_tu_06_00_am_06_00_pm,business_hours_tu_06_30_am_06_00_pm,business_hours_tu_07_00_am_05_00_pm,business_hours_tu_07_00_am_05_30_pm,business_hours_tu_07_00_am_06_00_pm,business_hours_tu_07_30_am_05_30_pm,business_hours_tu_08_00_am_03_00_pm,business_hours_tu_08_00_am_04_00_pm,business_hours_tu_08_00_am_11_00_am,business_hours_tu_08_30_am_11_30_am,business_hours_we_06_00_am_06_00_pm,business_hours_we_06_30_am_06_00_pm,business_hours_we_07_00_am_05_30_pm,business_hours_we_07_00_am_06_00_pm,business_hours_we_07_30_am_05_30_pm,business_hours_we_08_00_am_03_00_pm,business_hours_we_08_00_am_04_00_pm,business_hours_we_08_00_am_11_00_am,business_hours_we_08_30_am_11_30_am,meal_other
616,4,1,0,23,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,720,17.5,"English, Spanish","Part time, School year only","AM Snack, Lunch, PM Snack","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9914,4,1,0,39,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only",Breakfast,CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,Bilingual,,,,,,,,,,,,,Parent Involvement,Play based,,Potty training,,,,,Special Needs,,,Bus,,,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
7934,5,0,0,75,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,690,17.5,English,"Part time, School year only","Breakfast, AM Snack, Lunch","CA State Preschool Program, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsidize,,,,Walking,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,"English, Spanish","Full Time, Part time, Before School, After School, Full year, School year only, Summer only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,After School,Before School,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
18225,3,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,660,15.0,"English, Spanish","Part time, School year only","Breakfast, AM Snack, Lunch, PM Snack",CA State Preschool Program,3 years - 4 years,36,48,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 08:00 AM - 11:00 AM,,,,,,,,,,,Mo 08:00 AM - 11:00 AM,,,,,,,,,,,,Th 08:00 AM - 11:00 AM,,,,,,,,,,Tu 08:00 AM - 11:00 AM,,,,,,,,,We 08:00 AM - 11:00 AM,,
10546,4,1,0,90,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,330,1110,65.0,English,"Full Time, Part time, Full year, School year only, Summer only","Breakfast, AM Snack, Lunch, PM Snack",Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,3,0,0,63,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,420,1050,52.5,"English, Spanish","Full Time, Full year, School year only, Summer only",other,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,,PM Snack,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
863,4,0,0,60,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
14393,4,0,0,71,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
11938,4,0,0,189,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
3529,4,0,0,40,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
1635,4,0,0,77,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
18680,4,0,0,50,other,,0 to 23 months,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",1 months - 12 years,1,144,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
19364,4,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,other,"Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,Chinese (Other),English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
3528,4,0,0,47,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",6 years - 12 years,72,144,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
18886,4,0,0,70,Preschool (2 to 5 years)Contact provider for details School Age (6 years and older)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,other,Not provided,Accepts Subsidized Payment,3 years - 12 years,36,144,,,,,,English,,,,,,,,,,,,,,,,,,,,,After School,Before School,,,Full Time,,,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
14564,4,0,0,37,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
3034,4,0,0,68,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
15247,4,0,0,24,School Age (6 years and older)Contact provider for details,,6 years and older,5,360,1080,60.0,English,"Full Time, School year only",Not provided,Accepts Subsidized Payment,1 months - 12 years,1,144,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
11795,4,0,0,33,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
5957,3,0,0,60,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
424,5,1,0,45,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,420,1050,52.5,English,"Full Time, Full year","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,,,,Car,,,,,Fr 07:00 AM - 05:30 PM,,,,,,,,,Mo 07:00 AM - 05:30 PM,,,,,,,,,,,,Th 07:00 AM - 05:30 PM,,,,,,,,,,,Tu 07:00 AM - 05:30 PM,,,,,,,,,We 07:00 AM - 05:30 PM,,,,,,,
19286,5,1,0,48,Preschool (2 to 5 years) Immediate Openings,1,2 to 5 years,5,450,1050,50.0,English,"Full Time, Full year","Breakfast, Lunch, PM Snack, Child Care Food Program (CCFP)",CA State Preschool Program,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,Breakfast,Child Care Food Program (CCFP),,Lunch,PM Snack,,,,,Full Time,Full year,,,,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,Pre-kindergarten/Preschool,,,,,,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
5917,5,1,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,675,15.0,"English, Spanish","Part time, School year only","Breakfast, Lunch",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,,Play based,,,Pre-kindergarten/Preschool,,,,Special Needs,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,4,1,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,510,720,17.5,English,"Part time, School year only","AM Snack, Child Care Food Program (CCFP)","Head Start, CA State Preschool Program",2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,Child Care Food Program (CCFP),,,,,,,,,,Part time,,School year only,,,,CA State Preschool Program,Head Start,,,,,,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,Parent Involvement,Play based,,Potty training,Pre-kindergarten/Preschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16931,5,0,0,48,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,1050,50.0,"English, Spanish","Full Time, Part time, Full year, School year only","Breakfast, Lunch, PM Snack",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 07:30 AM - 05:30 PM,,,,,,,,,,Mo 07:30 AM - 05:30 PM,,,,,,,,,,,,Th 07:30 AM - 05:30 PM,,,,,,,,,,Tu 07:30 AM - 05:30 PM,,,,,,,,,We 07:30 AM - 05:30 PM,,,,,
12105,5,0,0,48,Preschool (2 to 5 years)No Openings,0,2 to 5 years,5,480,990,42.5,"English, Spanish","Part time, School year only","Breakfast, Lunch",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,5,1,0,105,Infants (0 to 23 months)Contact provider for details Preschool (2 to 5 years)Contact provider for details,,0 to 23 months,5,390,1050,55.0,"English, Spanish","Full Time, Part time, Full year, School year only, Summer only",other,Accepts Subsidized Payment,1 months - 5 years,1,60,,,,,,English,,,,,,,,,,,,Spanish,,,AM Snack,Breakfast,Child Care Food Program (CCFP),,,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16986,4,0,0,88,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,480,940,38.33,"English, Spanish","Part time, School year only","Breakfast, Lunch",Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,5,1,0,84,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,390,1080,57.5,English,"Full Time, Part time, Full year, School year only, Summer only","AM Snack, PM Snack",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,,,,PM Snack,,,,,Full Time,Full year,Part time,,School year only,,Summer only,,CA State Preschool Program,,,,,,,,,,,,,,,,,,,,,,,,,,,Special Needs,Subsidize,,,,,,Fr 06:30 AM - 06:00 PM,,,,,,,,,Mo 06:30 AM - 06:00 PM,,,,,,,,,,,,Th 06:30 AM - 06:00 PM,,,,,,,,,,,Tu 06:30 AM - 06:00 PM,,,,,,,,,,We 06:30 AM - 06:00 PM,,,,,,,,
10438,4,0,0,23,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,495,930,36.25,other,"Part time, School year only","AM Snack, PM Snack",Accepts Subsidized Payment,3 years - 4 years,36,48,,,,,,English,,,,,,,,,,,,,,,AM Snack,,,,,PM Snack,,,,,,,Part time,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,5,1,0,30,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,450,990,45.0,English,"Full Time, School year only","AM Snack, PM Snack",CA State Preschool Program,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,,,,AM Snack,,,,,PM Snack,,,,,Full Time,,,,School year only,,,,CA State Preschool Program,,,,,,,Child Development,,,,,Developmentally Appropriate Practices,,,,,,,,Play based,,,Pre-kindergarten/Preschool,,,,Special Needs,,,,,,,,,,,,,,,,,,,,Mo 07:30 AM - 04:30 PM,,,,,,other,,,,,,Th 07:30 AM - 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,
11320,5,0,0,100,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Full Time, Full year",Not provided,Accepts Subsidized Payment,0 months - 11 months,0,11,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,Full year,,,,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
7117,4,0,0,59,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,460,900,36.67,"English, Spanish","Full Time, School year only",Not provided,"Head Start, Accepts Subsidized Payment",3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,Spanish,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,Head Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11290,4,0,0,36,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,960,50.0,"English, Spanish","Full Time, Full year, School year only, Summer only","Breakfast, Lunch, PM Snack",other,2 years - 5 years,24,60,,,,,,English,,,,,,,,,,,,Spanish,,,,Breakfast,,,Lunch,PM Snack,,,,,Full Time,Full year,,,School year only,,Summer only,Accepts Subsidized Payment,CA State Preschool Program,Head Start,Other Child Care and Development Program funded by the CDE,Other Public Contract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,5,0,0,24,Preschool (2 to 5 years)Contact provider for details,,2 to 5 years,5,360,1080,60.0,English,"Full Time, School year only",Not provided,Accepts Subsidized Payment,3 years - 5 years,36,60,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,Full Time,,,,School year only,,,Accepts Subsidized Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fr 06:00 AM - 06:00 PM,,,,,,,,,Mo 06:00 AM - 06:00 PM,,,,,,,,,,,,Th 06:00 AM - 06:00 PM,,,,,,,,,,,Tu 06:00 AM - 06:00 PM,,,,,,,,,,We 06:00 AM - 06:00 PM,,,,,,,,,
